match_uuid,Fecha,Evento / Liga,Lista,Versión,Ronda,Mazo del Oponente,Arquetipo,Resultado (W/L),Juegos Ganados,Juegos Perdidos,Salida / Robo (G1),Mulligans (Yo),Mulligans (Rival),Cartas Clave / MVP,Notas de Match / Sideboard,Reportado por,Fuente,Rival,Confianza
5a27067b-f93f-4603-b4a7-18bdf1b19249,11/08/2026,Liga 9,Stock,Stock,5,Goryos,Esper Goryo's,W,1,0,Robo,0,0,,,feralo77,log,DrPP,45%
5d6eea44-6a64-476b-b83b-e4c258e43189,12/08/2026,Liga 10,Stock,Stock,1,neoform,Neoform,L,0,2,Robo,1,1,,,feralo77,log,zhangkh,93%
25da27c0-600b-40bb-bf8a-93d63e5836f1,12/08/2026,Liga 10,Stock,Stock,2,Dimir Frog,Grixis Reanimator,L,1,2,Salida,0,0,,,feralo77,log,robotbc,93%
73f912a9-a697-48d1-8e03-b33a94435f9d,13/08/2026,Liga 10,Stock,Stock,3,Ponza,Boros Ponza,W,2,0,Salida,0,0,,,feralo77,log,zeppelin016,82%
be4171f4-55eb-47f3-ab82-c5743c5e4f91,13/08/2026,Liga 10,Stock,Stock,4,Eldrazi,Eldrazi,W,2,1,Robo,0,0,,,feralo77,log,cnofafva,64%
f8c50aaf-acbc-4ee3-9f6f-a1e70039f183,13/08/2026,Liga 10,Stock,Stock,5,Dimir Frog,Dimir Frog,L,0,2,Salida,0,0,,,feralo77,log,elBB,81%
64b4529b-b46f-4cca-bae3-de64fa9a4daa,20/08/2026,Liga 11,Stock,Stock,1,Eldrazi,Eldrazi,L,1,2,Salida,1,0,,,feralo77,log,ROUTER_SMITER,69%
7237b05c-0a64-474a-9095-b295ff89f9af,20/08/2026,Liga 11,Stock,Stock,2,Esper Goryo's,Esper Goryo's,W,2,1,Robo,0,1,,,feralo77,log,fanahova,93%
caa1660f-a2d3-4744-94b0-19623c8dd6d2,21/08/2026,Liga 11,Stock,Stock,3,Izzet Prowess,Izzet Prowess,W,2,0,Salida,0,0,,,feralo77,log,Williambax,100%
b2834073-44e6-4987-88eb-d9ede569fa7c,21/08/2026,Liga 11,Stock,Stock,4,Esper Goryo's,Esper Goryo's,L,1,2,Salida,0,0,,,feralo77,log,reidq7,93%
bab056fd-1f5c-4f72-b8bb-2c3c6ecdc1f7,24/08/2026,Liga 11,Stock,Stock,5,Esper Goryo's,Esper Goryo's,L,0,2,Robo,1,0,,,feralo77,log,Deitrock,93%
2a7f4c65-5da2-4efb-bb85-0ee7c807f499,11/09/2026,,,,,Azorius Control,Azorius Control,L,1,2,Salida,0,0,,,feralo77,log,4c_PolG,95%
a17ded35-c7d8-4f93-bf9e-33784343cc38,11/09/2026,Liga 12,Stock,Stock,1,rhinos,Temur Rhinos,L,1,2,Robo,0,1,,,feralo77,log,Phyrexiankill,apunte
da946d3a-c85d-4e01-ba85-b0dc0d087533,11/09/2026,Liga 12,Stock,Stock,2,broodscale,Broodscale,L,0,2,Robo,1,0,,,feralo77,log,Chef_Chuy,100%
4b345520-d648-4ea9-9c6c-165e90c987f9,12/09/2026,Liga 12,Stock,Stock,3,Eldrazi,Eldrazi,W,2,1,Robo,0,0,,,feralo77,log,YorionLover,92%
3700f173-50ae-4ca9-b8cb-7db48818dcfb,12/09/2026,Liga 12,Stock,Stock,4,ponza,Boros Ponza,L,1,2,Robo,0,0,,,feralo77,log,RSAX,88%
06974f49-3031-40cf-8f4a-c48205564b44,12/09/2026,Liga 12,Stock,Stock,5,Sultai Midrange,Sultai Midrange,L,0,2,Robo,1,0,,,feralo77,log,shadowfiend69,64%
09c2f6ff-e14f-494b-b973-a32722ff8c3d,15/09/2026,Liga 13,Stock,Stock,1,dimir,Dimir Frog,L,1,2,Robo,0,0,,,feralo77,log,Dopedafi,56%
a42a7a1e-fa91-4a14-b431-98aea3b4e97d,15/09/2026,Liga 13,Stock,Stock,2,necrodominance,Necrodominance,W,2,0,Robo,0,0,,,feralo77,log,Jinroon,100%
79727fd4-6b5e-403b-9e78-ed52ec1867e6,15/09/2026,Liga 13,Stock,Stock,3,boros,Boros Energy,W,2,0,Robo,0,0,,,feralo77,log,Grxss,85%
054ae6d2-c393-4bb9-8457-c41933f528db,15/09/2026,Liga 13,Stock,Stock,4,devoted,Devoted Combo,W,2,1,Robo,0,0,,,feralo77,log,moreno13,90%
cae1e89a-fb8e-4b2a-8002-70596151513e,15/09/2026,Liga 13,Stock,Stock,5,broodscale,Broodscale,W,2,1,Salida,0,0,,,feralo77,log,Hayseed,100%
